 1/2017	 11/01/2017	 14/02/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 ao Senhor RIQUELMO BEDIN, Secretário da Secretaria de Saúde de Chapecó, ao Senhor ÉCIO BORDIGNON, Superintendente Regional do Oeste da CASAN, e ao Senhor ALEXANDRE ESTEFANI, Promotor de Justiça da 9ª Promotoria de Justiça da Comarca de Chapecó, para, considerando as informações abaixo explanadas, sejam convidados para participarem de Audiência Pública, a ser realizada no Plenário da Câmara de Vereadores em data e hora a ser definida previamente junto ao proponente do presente Requerimento. Nos Bairros Bela Vista e Parque das Palmeiras, nesta cidade de Chapecó, existem “respiros” ou “canos” que provém das tubulações subterrâneas de esgoto, ultrapassando o limite da calçada, chegando à altura aproximada de 2 a 5 metros, encerrando-se com uma curva curta e aberta. Referidas tubulações expelem odores desagradáveis, especialmente no período noturno. Tais “respiros” são chamados de dutos de esgoto. Ocorre que muitas vezes a situação fica insuportável, pois, especialmente no bairro Bela Vista, tais dutos chegam a espirrar dejetos, piorando o odor desagradável e colocando em risco a saúde pública. Aliás, uma das moradoras do Bairro Bela Vista chegou a apresentar reclamação ainda no ano de 2012, perante o Procon desta cidade, em face da empresa responsável por tais dutos, a CASAN - Companhia Catarinense de Água e Saneamento. A Reclamação foi autuada sob o número 26164. Adveio à referida Reclamação resposta da CASAN, na qual se depreende que todo o esgoto coletado nos bairros Cristo Rei e Bela Vista passa justamente pela rua na qual residem os moradores Reclamantes do Bairro Bela Vista, para então chegar à ETE – Estação de Tratamento de Esgoto. O espirro de dejetos e o mal cheiro, conforme a CASAN, advém em razão da formação de gases, e o problema foi agravado após a pavimentação daquela Rua, que teria LACRADO AS TAMPAS DE SISTEMA DE ESGOTO, acumulando ainda mais gás e fazendo que os dejetos espirrados sejam cada vez em maior quantidade. Na referida resposta, ainda, se depreende a alegação da CASAN de que estava tentando resolver o problema. porém, os moradores ainda permanecem na mesma situação, que tende a se agravar com a vinda do verão. A Reclamação supracitada foi arquivada pelo Procon, muito embora encerrada apenas com a promessa da CASAN em tentar amenizar o problema. São por essas razões que o vereador proponente apresenta este Requerimento, para fins de realização de Audiência Pública com as autoridades competentes para o fim de explanarem e encontrar soluções práticas para o problema acima relatado, do qual sofrem moradores especialmente do Bairro Parque das Palmeiras e Bela Vista. Termos em que, pede deferimento. 
 44/2019	 22/02/2019	 26/02/2019	 Vereador	 	»»CLEBER CECCON 	Aprovada	 com cópia a Sra. FERNANDA DANIELLI – Secretária Municipal de Governo e Gestão, para que preste as seguintes informações: Reiterando a solicitação já feita através do Requerimento nº 41/18 de 15 de Fevereiro de 2018, para que seja realizado pela Secretaria de Coordenação de Governo e Gestão, visita no local e posterior estudo de reconstrução em toda a extensão do cercado de tela, no Parque Palmital. Impedindo desta forma a passagem e acesso de pessoas ao Parque Palmital via terrenos particulares e da comunidade Católica Bairro Palmital. Considerando, que essa é uma reivindicação dos moradores e lideranças comunitárias, pois a comunidade sofre frequentemente com o vandalismo, devido ao fluxo constante de pessoas pelo acesso via comunidade ao Parque Palmital. Permitindo dessa forma o acesso somente pela entrada principal do Parque, localizada na rua Olinda. Neste sentido, fazendo uso das prerrogativas parlamentares, solicito as seguintes informações: 
 45/2019	 22/02/2019	 11/03/2019	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 REQUERENDE-LHE: Que sejam encaminhadas seguintes informações: 
 46/2019	 25/02/2019	 26/02/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO as disposições da Lei Complementar nº 541, de 26 de novembro de 2016 (Plano Diretor Municipal). CONSIDERANDO que a aceleração do crescimento urbano implica em mudanças significativas no que diz respeito aos aspectos territoriais, socioeconômicos e ambientais à sociedade chapecoense, se tratando, portanto, o parcelamento do solo urbano de assunto de interesse público local. REQUER: 
 47/2019	 25/02/2019	 11/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 48/2019	 25/02/2019	 20/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Rejeitada	 aos seguintes órgãos e autoridades: LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó. MARISTELA ROCHA, Secretária Municipal de Saúde de Chapecó. SANDRA MARA GALERA, Secretária Municipal de Educação de Chapecó. AMÉRIDO DO NASCIMENTO JR. Secretário Municipal de Desenvolvimento Urbano. MIGUEL BARK, Presidente da Associação de Moradores do Bairro Santo Antônio. GERALDO RIBACK, Presidente do Conselho de Saúde do Bairro Santo Antônio. e demais autoridades, pessoas e entidades interessadas que se inscrevam até 2 (dois) dias antes da ocorrência do evento, ou que sejam convidadas, para participar de REUNIÃO DE TRABALHO a ser realizada na Sede da Associação de Moradores do Bairro Santo Antônio, com data e hora a serem definidas pela Secretaria da Casa junto ao proponente, para discutir a respeito da construção da Unidade Básica de Saúde do bairro Santo Antônio, bem como da possibilidade de mudança do CEIM Brincar e Aprender I, e praça pública no Bairro Santo Antônio. Tais obras são compromissos firmados com a comunidade, tendo sido realizadas diversas reuniões e encaminhamento de ofícios e requerimentos por esta Casa Legislativa, contudo, as pautas retro mencionadas se arrastam desde o ano de 2015, sem resultados efetivos. Termos em que pede deferimento. 
 49/2019	 25/02/2019	 13/03/2019	 Vereador	 	»»JATIR JOSE BALBINOT 	Aprovada	 REQUERENDO-LHE: Que seja enviado para esta Casa Legislativa cópia do convênio/contrato entre o Município de Chapecó e a Celesc Distribuição relativamente a realização de manutenção na rede pública de distribuição e demais ativos imobilizados que fazem parte do sistema de iluminação pública no Município. Termos em que, pede deferimento. 
 50/2019	 25/02/2019	 15/03/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada 	
 51/2019	 25/02/2019	 15/03/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 à SR. MARISTELA ROCHA, Secretária de Saúde do município, requerendo-lhe o cronograma das reuniões do Conselho Municipal e dos Conselhos Locais de Saúde com data, horário, local e contato do responsável. Termos que pede deferimento. 
 52/2019	 26/02/2019	 12/03/2019	 Vereador	 	»»LUIZ PAULO CARARO 	Aprovada	 envie ofício ao Senhor RICARDO CAVALLI, Procurador Geral do Município de Chapecó, ao Senhor DIEGO FERRAZ, Diretor Geral de Modernização Administrativa da Prefeitura Municipal, ao Senhor VALDIR CRESTANI, Secretário Municipal de Desenvolvimento Rural e Meio Ambiente do Município de Chapecó – SEDEMA, ao Senhor ANDREI RODRIGUES, Presidente da Comunidade do Distrito do Alto da Serra, CONVIDANDO-OS para uma REUNIÃO DE TRABALHO, a ser agendada pela Secretaria desta Casa Legislativa, com a finalidade de discutir a regularização fundiária dos terrenos que ainda se encontram irregulares localizados no Distrito de Alto da Serra. Nestes termos, pede deferimento. 
 53/2019	 01/03/2019	 12/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 e à Sra. MARISTELA B. SANTI ROCHA, Secretária Municipal de Saúde, para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO que a Constituição Federal estabelece que a fiscalização do município seja exercida pelo Poder Legislativo Municipal, mediante controle externo, além dos sistemas de controle interno do Poder Executivo municipal. CONSIDERANDO que este vereador recebeu inúmeras reclamações de munícipes que possuíam consultas de especialidades agendadas no CERV - Centro especializado de Retinio e Vitreo, os quais informam que ao chegar para realizar seus exames previamente agendados pela Secretaria Municipal de Saúde, foram informados que não poderia se realizar o procedimento em razão de que havia sido ENCERRADO O CONTRATO/CONVÊNIO ENTRE A CLÍNICA E O MUNICÍPIO DE CHAPECÓ (SECRETARIA DE SAÚDE – SUS). CONSIDERANDO que não houve qualquer comunicação aos pacientes/munícipes sobre o cancelamento de suas consultas, mas que quando estes buscaram consultar junto do sistema on-line da Lista de Espera do SUS não mais encontraram seus procedimentos agendados, sem qualquer previsão de reagendamento. CONSIDERANDO que alguns relatam que ao entrar em contato com a Secretaria da saúde, foram informados de que ocorreu um erro por parte do setor responsável, que não “renovou” o contrato em tempo hábil. REQUER: 
 54/2019	 07/03/2019	 12/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 55/2019	 08/03/2019	 11/03/2019	 Vereador	 	»»NEURI LUIZ MANTELLI 	Retirada 	
 56/2019	 11/03/2019	 13/03/2019	 Vereador	 	»»CLEBER CECCON 	Aprovada 	
 57/2019	 12/03/2019	 12/03/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Retirada	 seja agendada Reunião de trabalho para discutir o Projeto de Lei Complementar número 1/2019, que “Regulamenta o transporte remunerado privado individual de passageiros com uso de aplicativos de tecnologia ou outras plataformas de comunicação em rede no Município de Chapecó”. O convite será aberto a todos os interessados. Termos que pede deferimento. 
 58/2019	 12/03/2019	 12/03/2019	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada 	
 59/2019	 13/03/2019	 15/03/2019	 Vereador	 	»»LUIZ PAULO CARARO 	Aprovada	 feita alteração do Calendário de Reuniões Ordinárias, referente ao mês de maio, ficando para os dias 20, 21, 22, 23 e 24 ao invés de 27, 28, 29, 30 e 31. Termos em que pede deferimento. 
 60/2019	 13/03/2019	 15/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 61/2019	 14/03/2019	 20/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 62/2019	 18/03/2019	 21/03/2019	 Vereador	 	»»NEURI LUIZ MANTELLI 	Rejeitada	 REQUERENDO-LHE: 
 63/2019	 18/03/2019	 21/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 64/2019	 18/03/2019	 22/05/2019	 Vereador	 	»»CLEBER CECCON 	Aprovada	 a Senhora SANDRA MARIA GALERA – Secretária da Educação Municipal, para que envie a essa casa legislativa, informações sobre a porcentagem de atendimento da educação infantil do Plano Nacional de Educação. Considerando, que a universalização da Educação Infantil no plano Nacional de Educação prevê no minímo 50% (cinquenta por cento) de atendimento das crianças de até 3 anos no final da vigência do PNE, e que os municípios alinhassem o Plano Municipal com o nacional. Considerando, que o município de Chapecó, através do Plano Municipal de Educação, o percentual previsto é de 80% (oitenta por cento) até o final da vigência do plano. Neste sentido, fazendo uso das prerrogativas parlamentares, solicito as seguintes informações: 
 65/2019	 18/03/2019	 21/03/2019	 Vereador	 	»»JOSE CELIO PORTELA 	Retirada	 Senhora LUCIANA APARECIDA STOBE – Secretária Municipal, para que informe se será realizada a implantação do estacionamento unilateral na Rua Eurico Gaspar Dutra, no trecho entre a rua Francisco de Paula Rodrigues Alves e a Av. São Pedro, no bairro São Cristóvão, conforme indicação nº 520/2017, aprovada por esta casa em 26/05/2017. 
 66/2019	 18/03/2019	 21/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO que o gabinete deste Vereador recebeu vários demandas relacionadas a Regularização Fundiária de moradores do bairro Seminário, em especial moradores da Rua Lions Club, lotamento São Francisco, Seminário. REQUER: 
 67/2019	 20/03/2019	 20/03/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 68/2019	 21/03/2019	 05/04/2019	 Vereador	 	»»CLEBER CECCON 	Retirada	 para que preste informações: referente ao Concurso Público 001- 2016, para provimento de cargo na Defesa Civil. Considerando, que existe a necessidade urgente que seja convocado o servidor do Concurso Público 001- 2016. Considerando, que a Defesa Civil do município, se encontra sem estrutura para atender a população, falta de pessoas, servidores (Tem apenas um trabalhando como Defesa Civil). Considerando, que segundo o protocolo operacional PRO 201812000006 da Defesa Civil, que consta no sistema SisDC, o número mínimo de agentes para atender ocorrências externas é de dois ou mais, para a segurança de todos. Neste sentido, fazendo uso das prerrogativas parlamentares, solicitamos as seguintes informações: 
 69/2019	 21/03/2019	 04/04/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 e ao Sr. IVALDO PIZZINATTO, Secretário Municipal de Serviços Urbanos, para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO que na semana corrente, a assessoria deste Vereador compareceu à Secretaria Municipal de Infraestrutura Urbana, localizada na Rua Sete de Setembro 2063-D, CEP: 89806-150 - Pres. Médici - Chapecó – SC, para realizar protocolo de Requerimento, bem como que a servidora presente recusou-se a receber sob alegação que há determinação expressa do Secretário Municipal de Infraestrutura para que os Requerimentos oriundos da Câmara de Vereadores sejam protocolados exclusivamente no gabinete do Secretário, localizado junto à Prefeitura Municipal localizada na Av. Getulio Vargas 957-S, CEP 89812-000 - Chapecó – SC. REQUER: 
 70/2019	 21/03/2019	 03/04/2019	 Vereador	 	»»ARESTIDE FIDELIS 	Aprovada	 O(s) Vereador(es) que subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais Vossa Excelência submeta ao plenário, e se aprovado, se envie ofício a Senhora, RITA ANGELA ORLANDI – Presidente da REDE FEMININA DE COMBATE AO CÂNCER, para que compareçam em uma SESSÃO ORDINÁRIA Desta Casa Legislativa, com data e hora marcada pela Secretaria da Casa, a fim de explanar sobre o início da Campanha de Combate ao Câncer. Nestes Termos, Pede Deferimento 
 71/2019	 21/03/2019	 03/04/2019	 Vereador	 	»»ADÃO VALCIR TEODORO 	Aprovada 	
 72/2019	 22/03/2019	 03/04/2019	 Vereador	 	»»JOÃO LUIS SIQUEIRA ADÃO VALCIR TEODORO ADERBAL ANTONIO P. DA SILVA ARESTIDE FIDELIS ASTRIT MARIA SAVARIS TOZZO CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DELVINO DALL ROSA DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI ITAMAR ANTONIO AGNOLETTO JATIR JOSE BALBINOT JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA LUIZ PAULO CARARO MARCILEI ANDREA P. VIGNATTI NEURI LUIZ MANTELLI VALDEMIR ANTONIO STOBE VALMOR JÚNIOR SCOLARI 	Aprovada	 se envie ofício ao Ilustríssimo Senhor DANIEL SCHARF - Superintendente Regional da Casan, REQUERENDO-LHE: Que seja encaminhada a Esta Casa Legislativa, as seguintes informações: 
 73/2019	 22/03/2019	 22/03/2019	 Vereador	 	»»ILDO ADÃO ANTONINI ARESTIDE FIDELIS 	Aprovada	 Os Vereadores que este subscrevem nos termos regimentais em vigor, solicitam que após as tramitações legais, seja feita alteração do Calendário de Reuniões Ordinárias, referente ao mês de abril, ficando para os dias 03, 04, 05, 08, 09, 10, 11, 
 74/2019	 22/03/2019	 04/04/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Rejeitada 	
 75/2019	 22/03/2019	 03/04/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO as prerrogativas atribuídas a atividade legiferante desenvolvida por este Vereador. REQUER: 
 76/2019	 27/03/2019	 04/04/2019	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Rejeitada	 para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO a função fiscalizadora atribuída ao legislativo, bem como o princípio da transparência dos atos da administração pública. CONSIDERANDO que neste mês de março de 2019 foram realizadas obras de reforma no asfalto da Avenida Fernando Machado (em frente a CooperAlfa) e que esse recapeamento está sendo feito aproximadamente um ano e meio após já terem ocorrido obras de recapeamento da mencionada via. REQUER: a) Seja informado se o contrato e projeto de recapeamento anterior foi cumprido integralmente (remetendo-se cópia destes documentos em resposta a esta Casa) ou se houveram falhas na execução. b) Quais os motivos para em tão curto espaço de tempo estarem ocorrendo novas obras o local, com dispêndio de mais recursos públicos. c) Qual o valor da Obra de recapeamento/revitalização do trecho da Av. Fernando Machado acima mencionado, discriminando os valores relativos a obra realizada há aproximadamente um ano e meio e a atual (2019). Pugna seja remetida também advertência de que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 77/2019	 01/04/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Entrada	 na Ordem do Dia 	
 78/2019	 01/04/2019	 20/05/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Retirada	 CONSIDERANDO O Ofício 1849, de dezembro de 2016, oriundo da Superintendência Regional Oeste da Caixa Econômica Federal, a respeito do contrato de repasse nº 829937/2016, celebrado entre o município de Chapecó e a Caixa Econômica Federal, no valor de R$ 493.100,00 (Quatrocentos e noventa e oito três mil e cem reais), que tem por finalidade pavimentação asfáltica, drenagem, sinalização e passeios públicos em parte da Rua Joaçaba e parte da Rua João Batista Dal Piva, no Bairro Belvedere, compreendendo as partes não pavimentadas de ambos os trechos. Que o prazo previsto para execução do empreendimento contratado é de 21/06/2019. REQUER: Relatório da fase em que se encontra a pavimentação asfáltica, drenagem, sinalização e passeios públicos em parte da Rua Joaçaba e parte da Rua João Batista Dal Piva, no Bairro Belvedere, conforme o contrato de repasse supracitado. Termos que pede deferimento. 
 79/2019	 01/04/2019	 20/05/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Retirada	 CONSIDERANDO O Ofício 1850, de dezembro de 2016, oriundo da Superintendência Regional Oeste da Caixa Econômica Federal, a respeito do contrato de repasse nº 830710/2016, celebrado entre o município de Chapecó e a Caixa Econômica Federal, no valor de R$ 789.800,00 (Setecentos e oitenta e nove mil e oitocentos reais), que tem por finalidade pavimentação asfáltica, drenagem, sinalização e calçadas da Rua Padre Francisco Relou e parte da Rua Geraldo Moura, ligando o Contorno Viário Oeste à Vila Mantelli e ao Bairro Parque das Palmeiras . Que o prazo previsto para execução do empreendimento contratado é de 21/06/2019. REQUER: Relatório da fase em que se encontra a pavimentação asfáltica, drenagem, sinalização e calçadas da Rua Padre Francisco Relou e parte da Rua Geraldo Moura, ligando o Contorno Viário Oeste à Vila Mantelli e ao Bairro Parque das Palmeiras conforme o contrato de repasse supracitado. Termos que pede deferimento. 
 80/2019	 01/04/2019	 23/05/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Rejeitada	 CONSIDERANDO O Ofício 1852, de dezembro de 2016, oriundo da Superintendência Regional Oeste da Caixa Econômica Federal, a respeito do contrato nº 828968/2016, celebrado entre o município de Chapecó e a Caixa Econômica Federal, no valor de R$ 146.950,00 ( cento e quarenta e seis mil, novecentos e cinquenta reais), que tem por finalidade a elaboração de Projeto de Engenharia para contenção de águas pluviais a montante do Bairro São Pedro. Que o prazo previsto para execução do empreendimento contratado é de 21/06/2019. REQUER: Relatório da fase em que se encontra a elaboração do Projeto de Engenharia conforme o contrato supracitado. Termos que pede deferimento. 
 81/2019	 01/04/2019	 20/05/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Retirada	 CONSIDERANDO O Ofício 1956 de dezembro de 2016, oriundo da Superintendência Regional Oeste da Caixa Econômica Federal, a respeito da notificação de crédito de recursos financeiros do Orçamento Geral da União, no valor de R$ 97.500,00 (noventa e sete mil e quinhentos reais), firmado com o município de Chapecó, assinado em 16/06/2016, no âmbito do programa “Ação Fomento ao Setor Agropecuário”, que tem como objeto “aquisição de implementos agrícolas” REQUER: 
 82/2019	 01/04/2019	 20/05/2019	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Retirada	 CONSIDERANDO O Ofício 1936, de dezembro de 2016, oriundo da Superintendência Regional Oeste da Caixa Econômica Federal, a respeito da notificação de crédito de recursos financeiros do Orçamento Geral da União, no valor de R$350.799,26 (trezentos e cinquenta mil. setecentos e noventa e nove reais e vinte e seis centavos), na conta vinculada ao Termo de Compromisso nº 0425766-77/2014, firmado com o município de Chapecó, assinado em 16/06/2014, no âmbito do programa “Esporte e Grandes Eventos Esportivos”, que tem como objeto “Centro de Iniciação ao Esporte” REQUER: Relatório da aplicação dos recursos no que se refere à construção do Centro de Iniciação ao Esporte em Chapecó, conforme crédito de recursos financeiros acima descritos. Termos que pede deferimento. 
